GCA_900128725.1,Buchnera aphidicola
GCA_000357525.2,Escherichia coli P0301867.11
GCA_000356545.1,Escherichia coli P0302293.2
GCA_000356805.2,Escherichia coli P0302293.3
GCA_000356785.2,Escherichia coli P0302293.4
GCA_000356945.1,Escherichia coli P0302293.6
GCA_000356965.1,Escherichia coli P0302293.8
GCA_000358165.2,Escherichia coli P0302293.9
GCA_000356765.2,Escherichia coli P0302293.10
GCA_000358085.2,Escherichia coli P0305260.6
GCA_000358105.2,Escherichia coli P0305260.7
GCA_000358125.1,Escherichia coli P0305260.8
GCA_000356825.2,Escherichia coli P0305260.9
GCA_000357925.2,Escherichia coli P0305260.10
GCA_000357945.2,Escherichia coli P0305260.11
GCA_000357965.2,Escherichia coli P0305260.12
GCA_000357985.2,Escherichia coli P0305260.13
GCA_000358005.2,Escherichia coli P0305260.15
GCA_000356605.2,Escherichia coli p0305293.1
GCA_000358635.2,Escherichia coli p0305293.2
GCA_000358655.2,Escherichia coli p0305293.3
GCA_000358675.2,Escherichia coli p0305293.4
GCA_000359055.2,Escherichia coli p0305293.5
GCA_000359075.1,Escherichia coli p0305293.6
GCA_000359095.2,Escherichia coli p0305293.7
GCA_000358695.2,Escherichia coli p0305293.8
GCA_000358715.2,Escherichia coli p0305293.9
GCA_000358555.1,Escherichia coli p0305293.10
GCA_000358575.2,Escherichia coli p0305293.11
GCA_000358595.2,Escherichia coli p0305293.12
GCA_000356865.2,Escherichia coli p0305293.13
GCA_000358615.2,Escherichia coli p0305293.15
GCA_000356045.2,Escherichia coli 180050
GCA_000356305.2,Escherichia coli 180200
GCA_000354835.2,Escherichia coli 180600
GCA_000358755.2,Escherichia coli 178850
GCA_000358895.1,Escherichia coli 178200
GCA_000356345.2,Escherichia coli 178900
GCA_000356365.2,Escherichia coli 179550
GCA_000356265.2,Escherichia coli BCE008_MS-01
GCA_000354395.1,Escherichia coli MP021017.12
GCA_000354295.1,Escherichia coli BCE002_MS12
GCA_000356705.1,Escherichia coli BCE007_MS-11
GCA_000356285.2,Escherichia coli BCE011_MS-01
GCA_000354315.2,Escherichia coli BCE019_MS-13
GCA_000356385.1,Escherichia coli BCE030_MS-09
GCA_000356405.2,Escherichia coli BCE032_MS-12
GCA_000354335.2,Escherichia coli BCE034_MS-14
GCA_000355155.2,Escherichia coli 2719100
GCA_000355175.1,Escherichia coli 2720900
GCA_000356185.2,Escherichia coli 2722950
GCA_000356625.2,Escherichia coli 2726800
GCA_000356145.2,Escherichia coli 2726950
GCA_000355415.2,Escherichia coli 2845350
GCA_000355435.2,Escherichia coli 2845650
GCA_000356685.2,Escherichia coli 2846750
GCA_000355375.2,Escherichia coli 2848050
GCA_000355015.2,Escherichia coli 2851500
GCA_000356745.2,Escherichia coli 201600.1
GCA_000356125.1,Escherichia coli 199900.1
GCA_000357145.2,Escherichia coli P02997067.6
GCA_000354615.2,Escherichia coli MP021552.7
GCA_000354735.2,Escherichia coli MP021552.8
GCA_000354575.2,Escherichia coli MP021552.11
GCA_000354595.1,Escherichia coli MP021552.12
GCA_000354795.2,Escherichia coli MP021561.2
GCA_000356425.2,Escherichia coli MP021561.3
GCA_000354855.1,Escherichia coli MP021566.1
GCA_000355295.1,Escherichia coli MP020980.2
GCA_000355275.2,Escherichia coli MP020940.1
GCA_000356165.2,Escherichia coli P0298942.1
GCA_000357405.2,Escherichia coli P0298942.2
GCA_000357425.2,Escherichia coli P0298942.6
GCA_000357545.2,Escherichia coli P0298942.7
GCA_000357565.2,Escherichia coli P0298942.8
GCA_000357745.1,Escherichia coli P0298942.9
GCA_000356525.2,Escherichia coli P0298942.10
GCA_000357725.1,Escherichia coli P0298942.11
GCA_000358915.1,Escherichia coli P0298942.12
GCA_000358815.1,Escherichia coli P0298942.14
GCA_000357385.2,Escherichia coli P0298942.15
GCA_000356645.2,Escherichia coli P0299438.2
GCA_000355075.2,Escherichia coli P0302308.1
GCA_000357765.2,Escherichia coli P0302308.2
GCA_000357785.2,Escherichia coli P0302308.3
GCA_000357805.1,Escherichia coli P0302308.4
GCA_000357825.2,Escherichia coli P0302308.5
GCA_000358875.1,Escherichia coli P0302308.10
GCA_000357605.2,Escherichia coli P0302308.11
GCA_000358735.1,Escherichia coli P0302308.12
GCA_000358975.2,Escherichia coli P0302308.13
GCA_000358935.2,Escherichia coli P0302308.14
GCA_000355095.2,Escherichia coli P0304777.1
GCA_000400895.2,Escherichia coli P0304777.2
GCA_000358315.1,Escherichia coli P0304777.3
GCA_000358355.2,Escherichia coli P0304777.4
GCA_000358335.2,Escherichia coli P0304777.5
GCA_000358375.1,Escherichia coli P0304777.7
GCA_000358395.2,Escherichia coli P0304777.8
GCA_000358415.2,Escherichia coli P0304777.9
GCA_000358185.2,Escherichia coli P0304777.10
GCA_000358205.2,Escherichia coli P0304777.11
GCA_000358225.2,Escherichia coli P0304777.12
GCA_000358245.2,Escherichia coli P0304777.13
GCA_000358265.2,Escherichia coli P0304777.14
GCA_000358285.2,Escherichia coli P0304777.15
GCA_000356565.1,Escherichia coli P0304816.1
GCA_000358535.2,Escherichia coli P0304816.2
GCA_000359015.2,Escherichia coli P0304816.3
GCA_000359035.2,Escherichia coli P0304816.4
GCA_000358955.2,Escherichia coli P0304816.5
GCA_000357845.2,Escherichia coli P0304816.6
GCA_000357865.2,Escherichia coli P0304816.7
GCA_000357885.2,Escherichia coli P0304816.8
GCA_000357905.2,Escherichia coli P0304816.9
GCA_000358435.2,Escherichia coli P0304816.10
GCA_000358455.2,Escherichia coli P0304816.11
GCA_000358495.2,Escherichia coli P0304816.12
GCA_000358475.1,Escherichia coli P0304816.13
GCA_000358995.1,Escherichia coli P0304816.14
GCA_000358515.2,Escherichia coli P0304816.15
GCA_000358025.2,Escherichia coli P0305260.3
GCA_000358045.2,Escherichia coli P0305260.4
GCA_000358065.2,Escherichia coli P0305260.5
GCA_000400855.1,Mesomycoplasma hyopneumoniae 168-L
GCA_000319365.1,Candidatus Mycoplasma haematominutum 'Birmingham 1'
GCA_000262815.1,Staphylococcus aureus subsp. aureus VRS1
GCA_000262835.1,Staphylococcus aureus subsp. aureus VRS2
GCA_000262855.1,Staphylococcus aureus subsp. aureus VRS3a
GCA_000262875.1,Staphylococcus aureus subsp. aureus VRS4
GCA_000262895.1,Staphylococcus aureus subsp. aureus VRS5
GCA_000262915.1,Staphylococcus aureus subsp. aureus VRS6
GCA_000262935.1,Staphylococcus aureus subsp. aureus VRS7
GCA_000262955.1,Staphylococcus aureus subsp. aureus VRS8
GCA_000262975.1,Staphylococcus aureus subsp. aureus VRS9
GCA_000262995.2,Staphylococcus aureus subsp. aureus VRS10
GCA_000263015.1,Staphylococcus aureus subsp. aureus VRS11a
GCA_000263035.1,Staphylococcus aureus subsp. aureus VRS11b
GCA_004171285.1,Wolbachia pipientis wAlbB
GCA_000283635.1,Streptococcus macedonicus ACA-DC 198
GCA_000242715.2,Streptomyces acidiscabies 84-104
GCA_000241665.2,Acinetobacter baumannii AB4857
GCA_000241685.2,Acinetobacter baumannii AB5075
GCA_000241705.2,Acinetobacter baumannii AB5256
GCA_000241725.2,Acinetobacter baumannii AB5711
GCA_000372965.1,Hoeflea sp. 108
GCA_000241385.1,Vibrio sp. EJY3
GCA_000970465.2,Devosia insulae DS-56
GCA_000250655.1,Paenibacillus mucilaginosus 3016
GCA_000356725.1,Escherichia coli BCE008_MS-13
GCA_000496735.2,Methyloglobulus morosus KoM1
GCA_000280475.1,Salmonella enterica subsp. enterica serovar Enteritidis str. 58-6482
GCA_000330585.1,Salmonella enterica subsp. enterica serovar Enteritidis str. 53-407
GCA_019359115.1,Pelatocladus maniniholoensis HA4357-MV3
GCA_000442555.1,Paenibacillus alvei TS-15
GCA_000442535.1,Paenibacillus alvei A6-6i-x
GCA_000237045.2,Pseudomonas chlororaphis subsp. chlororaphis GP72
GCA_000498275.1,Escherichia coli P4-NR
GCA_000702385.1,Xanthobacter sp. 91
GCA_000238395.4,Pseudoalteromonas arctica A 37-1-2
GCA_000238355.2,Pseudoalteromonas haloplanktis ATCC 14393
GCA_000238255.4,Pseudoalteromonas spongiae UST010723-006
GCA_000444545.1,Glaesserella parasuis str. Nagasaki
GCA_000307875.1,Neobacillus bataviensis LMG 21833
GCA_001553195.1,Mycoplasmopsis canis PG 14
GCA_017124375.1,Elizabethkingia anophelis
GCA_000240095.3,Elizabethkingia anophelis Ag1
GCA_000305785.2,Simiduia agarivorans SA1 = DSM 21679
GCA_001519075.1,Novosphingobium fuchskuhlense
GCA_003263845.1,Vibrio aestivus
GCA_024529975.1,Vibrio quintilis
GCA_947503545.1,Marinifilum flexuosum
GCA_900640175.1,Legionella sp. W10-070
GCA_000478255.2,Lactococcus lactis subsp. lactis NCDO 2118
GCA_000255935.1,Corynebacterium pseudotuberculosis P54B96
GCA_000283895.1,Sinorhizobium fredii HH103
GCA_000242115.2,Pseudomonas extremaustralis 14-3 substr. 14-3b
GCA_003851045.1,Paenibacillus sp. 598K
GCA_000311785.1,Brevibacillus massiliensis
GCA_000311745.1,Anaerococcus obesiensis ph10
GCA_000311825.1,Peptoniphilus grossensis ph5
GCA_000308055.1,Actinomyces sp. ph3
GCA_000311985.1,Kallipyga massiliensis ph2
GCA_000311845.1,Enorma massiliensis phI
GCA_000311865.1,Peptoniphilus obesi ph1
GCA_902589385.1,uncultured PS1 clade bacterium
GCA_902511675.1,uncultured SAR92 cluster bacterium
GCA_905182045.1,uncultured OM60 clade bacterium
GCA_000236625.3,Halomonas sp. GFAJ-1
GCA_000237005.2,Brevibacillus laterosporus GI-9
GCA_000355745.1,Stenotrophomonas maltophilia SKK35
GCA_000355725.1,Stenotrophomonas maltophilia RA8
GCA_000384455.1,Candidatus Pelagibacter ubique HTCC1040
GCA_000685845.1,Pseudomonas aeruginosa NCAIM B.001380
GCA_014961145.1,Cruoricaptor ignavus
GCA_001984565.1,Serratia sp. S119
GCA_000308335.1,Stenotrophomonas maltophilia PML168
GCA_000815685.1,Shigella boydii 08-0009
GCA_028368055.1,Limnoraphis robusta
GCA_025821425.1,Mycolicibacter minnesotensis
GCA_007992095.1,Ciceribacter naphthalenivorans
GCA_000237125.3,Staphylococcus aureus subsp. aureus M013
GCA_000294695.2,Arthrobacter sp. Rue61a
GCA_000313635.1,Mesomycoplasma hyorhinis SK76
GCA_000309905.1,Xanthomonas citri pv. malvacearum str. GSPB1386
GCA_009800925.1,Budvicia diplopodorum
GCA_014652415.1,Undibacterium macrobrachii
GCA_000374245.1,Methyloversatilis discipulorum
GCA_013409775.1,Carboxydothermus ferrireducens DSM 11255
GCA_001447135.1,Marinobacter sp. P4B1
GCA_013409425.1,Nocardioides perillae
GCA_009498215.1,Rhizobium grahamii
GCA_000241835.2,Streptomyces coelicoflavus ZG0656
GCA_003709145.1,Streptomyces sp. Tu 4128
GCA_001625365.1,Streptomyces sp. MJM8645
GCA_001202035.1,Pseudorhodobacter wandonensis
GCA_001005835.2,Achromobacter sp. LC458
GCA_001695855.1,Ensifer sp. LC163
GCA_001695865.1,Ensifer sp. LC384
GCA_001695895.1,Ensifer sp. LC499
GCA_001014615.2,Aquamicrobium sp. LC103
GCA_001860525.1,Paenibacillus sp. LC231
GCA_001005825.1,Rhizobium sp. LC145
GCA_005280575.1,Rhizobiaceae bacterium LC148
GCA_000756385.1,Sphingopyxis sp. LC363
GCA_000752215.1,bacterium MS4
GCA_000526315.1,Methylopila sp. 73B
GCA_000382405.1,Mycobacterium sp. 141
GCA_000376245.1,Acaricomes phytoseiuli DSM 14247
GCA_900112085.1,Acetitomaculum ruminis DSM 5522
GCA_025995635.1,Acetobacter nitrogenifigens DSM 23921 = NBRC 105050
GCA_900103005.1,Acidaminobacter hydrogenoformans DSM 2784
GCA_000425045.1,Acidaminococcus intestini DSM 21505
GCA_025995295.1,Acidocella aminolytica 101 = DSM 11237
GCA_000368685.1,Acinetobacter baylyi DSM 14961 = CIP 107474
GCA_000373725.1,Acinetobacter bouvetii DSM 14964 = CIP 107468
GCA_000368565.1,Acinetobacter gerneri DSM 14967 = CIP 107464 = MTCC 9824
GCA_000400735.1,Acinetobacter tandoii DSM 14970 = CIP 107469
GCA_000374425.1,Acinetobacter tjernbergiae DSM 14971 = CIP 107465
GCA_000368785.1,Acinetobacter towneri DSM 14962 = CIP 107472
GCA_000429185.2,Actinoalloteichus caeruleus DSM 43889
GCA_000374285.1,Actinobacillus capsulatus DSM 19761
GCA_000429205.1,Actinotignum schaalii DSM 15541
GCA_000420445.1,Actinotignum urinale DSM 15805
GCA_000374445.1,Actinokineospora enzanensis DSM 44649
GCA_000482865.1,Actinokineospora inagensis DSM 44258
GCA_000381885.1,Actinomadura atramentaria DSM 43919
GCA_000425065.1,Actinomadura rifamycini DSM 43936
GCA_003634705.1,Actinomadura pelletieri DSM 43383
GCA_000429225.1,Actinomyces dentalis DSM 19115
GCA_000429245.1,Schaalia georgiae DSM 6843
GCA_000429265.1,Actinomyces gerencseriae DSM 6844
GCA_000711965.1,Actinomyces israelii DSM 43320
GCA_000420405.1,Winkia neuii subsp. neuii DSM 8576
GCA_000429105.1,Schaalia suimastitidis DSM 15538
GCA_000420425.1,Schaalia vaccimaxillae DSM 15804
GCA_000379625.1,Actinomycetospora chiangmaiensis DSM 45062
GCA_000379645.1,Actinoplanes globisporus DSM 43857
GCA_000373925.1,Actinopolymorpha alba DSM 45243
GCA_000429125.1,Aequorivita capsosiphonis DSM 23843
GCA_000425085.1,Aerococcus urinaeequi DSM 20341 = CCUG 28094
GCA_000429145.1,Aestuariibacter salexigens DSM 15300
GCA_000421525.1,Aestuariimicrobium kwangyangense DSM 21549
GCA_016584015.1,Afifella marina DSM 2698
GCA_000688515.1,Afifella pfennigii DSM 17143
GCA_000372365.1,Aggregatibacter actinomycetemcomitans DSM 8324
GCA_000425105.1,Agrococcus lahaulensis DSM 17612
GCA_000421545.1,Agromyces italicus DSM 16388
GCA_000421565.1,Agromyces subbeticus DSM 16689
GCA_000374465.1,Ahrensia kielensis DSM 5890
GCA_000429385.1,Alcaligenes faecalis subsp. phenolicus DSM 16503
GCA_000374485.1,Algicola sagamiensis DSM 14643
GCA_900108085.1,Algoriphagus boritolerans DSM 17298 = JCM 18970
GCA_000429425.1,Algoriphagus mannitolivorans DSM 15301
GCA_000429405.1,Algoriphagus marincola DSM 16067
GCA_000429445.1,Algoriphagus terrigena DSM 22685
GCA_000429465.1,Algoriphagus vanfongensis DSM 17529
GCA_000429485.1,Aliagarivorans marinus DSM 23064
GCA_000429505.1,Aliagarivorans taiwanensis DSM 22990
GCA_000429525.1,Alicyclobacillus contaminans DSM 17975
GCA_000430585.1,Alicyclobacillus herbarius DSM 13609
GCA_000376225.1,Effusibacillus pohliae DSM 22757
GCA_900128885.1,Alkalibacter saccharofermentans DSM 14828
GCA_900101495.1,Alkaliphilus peptidifermentans DSM 18978
GCA_000619845.1,Alkanindiges illinoisensis DSM 15370
GCA_000374325.1,Allofustis seminis DSM 15817
GCA_000420505.1,Alloscardovia omnicolens DSM 21503
GCA_000745955.1,Alysiella crassa DSM 2578
GCA_020162295.1,Alysiella filiformis DSM 16848
GCA_000374525.1,Amorphus coralli DSM 19760
GCA_000519205.1,Amycolatopsis taiwanensis DSM 45107
GCA_000430605.1,Anaeroarcus burkinensis DSM 6283
GCA_900107215.1,Acetomicrobium thermoterrenum DSM 13490
GCA_000482845.1,Anaerobiospirillum succiniciproducens DSM 6400
GCA_900142275.1,Anaerobranca californiensis DSM 14826
GCA_900111575.1,Anaerobranca gottschalkii DSM 13577
GCA_000374545.1,Anaeromusa acidaminophila DSM 3853
GCA_900129925.1,Anaerosphaera aminiphila DSM 21120
GCA_900142955.1,Anaerosporobacter mobilis DSM 15930
GCA_900141865.1,Anaerovibrio lipolyticus DSM 3074
GCA_000426305.1,Anaerovorax odorimutans DSM 5092
GCA_000711875.1,Andreprevotia chitinilytica DSM 18519
GCA_900176275.1,Andreprevotia lacus DSM 23236
GCA_000430625.1,Aneurinibacillus terranovensis DSM 18919
GCA_900113935.1,Aquamicrobium aerolatum DSM 21857
GCA_000420525.1,Aquaspirillum serpens DSM 68
GCA_000430645.1,Aquimarina latercula DSM 2041
GCA_000430665.1,Aquimarina muelleri DSM 19832
GCA_000429545.1,Arenibacter certesii DSM 19833
GCA_000424985.1,Arenibacter latericius DSM 15913
GCA_000426365.1,Arenimonas composti TR7-09 = DSM 18010
GCA_000743535.1,Arenimonas donghaensis DSM 18148 = HO3-R19
GCA_000747135.1,Arenimonas oryziterrae DSM 21050 = YC6267
GCA_000374645.1,Arhodomonas aquaeolei DSM 8974
GCA_000426385.1,Arsenicicoccus bolidensis DSM 15745
GCA_000429565.1,Arsenophonus nasoniae DSM 15247
GCA_000430705.1,Arthrobacter castelli DSM 16402
GCA_000688395.1,Haematomicrobium sanguinis DSM 21259
GCA_003726015.1,Adlercreutzia equolifaciens subsp. celatus DSM 18785
GCA_000495775.1,Asticcacaulis benevestitus DSM 16100 = ATCC BAA-896
GCA_000483125.1,Atopobium fossor DSM 15642
GCA_000429585.1,Atopococcus tabaci DSM 17538
GCA_900129085.1,Atopostipes suicloacalis DSM 15692
GCA_900141975.1,Aureimonas altamirensis DSM 21988
GCA_000421645.1,Aurantimonas coralicida DSM 14790
GCA_001463945.1,Aureimonas ureilytica DSM 18598 = NBRC 106430
GCA_012910815.1,Parazoarcus communis SWub3 = DSM 12120
GCA_000430725.1,Azohydromonas australica DSM 1124
GCA_000429605.1,Azonexus hydrophilus DSM 23864
GCA_000429625.1,Azospirillum halopraeferens DSM 3675
GCA_000429645.1,Niveispirillum irakense DSM 11586
GCA_000429665.1,Azovibrio restrictus DSM 23866
GCA_000429685.1,Salibacterium aidingense DSM 18341
GCA_000429705.1,Alteribacter aurantiacus DSM 18675
GCA_000429725.1,Alkalicoccus chagannorensis DSM 18086
GCA_000420205.1,Heyndrickxia coagulans DSM 1 = ATCC 7050
GCA_900115845.1,Priestia endophytica DSM 13796
GCA_000374565.1,Siminovitchia fordii DSM 16014 = CIP 108821
GCA_000430745.1,Fictibacillus gelatini DSM 15865
GCA_000430765.1,Peribacillus kribbensis DSM 17871
GCA_000430785.1,Ectobacillus panaciterrae DSM 19096
GCA_000374585.1,Phocaeicola barnesiae DSM 18169 = JCM 13652
GCA_000374365.1,Bacteroides gallinarum DSM 18171 = JCM 13658
GCA_000428125.1,Bacteroides graminisolvens DSM 19988 = JCM 15093
GCA_000382445.1,Phocaeicola massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223
GCA_000613745.1,Bacteroides propionicifaciens DSM 19291 = JCM 14649
GCA_000428105.1,Bacteroides pyogenes DSM 20611 = JCM 6294
GCA_000613685.1,Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988
GCA_000374605.1,Campylobacter ureolyticus DSM 20703
GCA_000619885.1,Balneatrix alpica DSM 16621
GCA_000375465.1,Balneola vulgaris DSM 17893
GCA_000745835.1,Belnapia moabensis DSM 16746
GCA_000484675.1,Bifidobacterium choerinum DSM 20434
GCA_000771365.1,Bifidobacterium magnum DSM 20222
GCA_000421685.1,Bifidobacterium minimum DSM 20102
GCA_000426405.1,Bifidobacterium subtile DSM 20096
GCA_000426425.1,Bifidobacterium thermacidophilum subsp. thermacidophilum DSM 15837
GCA_000771065.1,Bifidobacterium tsurumiense DSM 17777
GCA_030814475.1,Pararhizobium capsulatum DSM 1112
GCA_000373885.1,Blautia producta ATCC 27340 = DSM 2950
GCA_000484655.1,Blautia wexlerae DSM 19850
GCA_000374625.1,Brachymonas chironomi DSM 19884
GCA_900110225.1,Brachymonas denitrificans DSM 15123
GCA_000621025.1,Brackiella oedipodis DSM 13743
GCA_003115835.1,Brenneria nigrifluens DSM 30175 = ATCC 13028
GCA_000374385.1,Brevibacillus laterosporus DSM 25
GCA_000426445.1,Brevibacterium album DSM 18261
GCA_000428765.1,Brevundimonas aveniformis DSM 17977
GCA_000701445.1,Brevundimonas bacteroides DSM 4726
GCA_000421705.1,Brevundimonas naejangsanensis DSM 23858
GCA_000620985.1,Brochothrix thermosphacta DSM 20171 = FSL F6-1036
GCA_000519185.1,Paraburkholderia nodosa DSM 21604
GCA_900167005.1,Butyricicoccus pullicaecorum DSM 23266
GCA_000379665.1,Butyricimonas synergistica DSM 23225
GCA_000519105.1,Butyricimonas virosa DSM 23226
GCA_900129945.1,Butyrivibrio fibrisolvens DSM 3071
GCA_900143205.1,Butyrivibrio hungatei DSM 14810
GCA_009646335.1,Caenimonas koreensis DSM 17982
GCA_900129075.1,Caldanaerobius fijiensis DSM 17918
GCA_000421725.1,Caldicellulosiruptor acetigenus DSM 7040
GCA_900129265.1,Caloramator proteoclasticus DSM 10124
GCA_900129995.1,Caloranaerobacter azorensis DSM 13643
GCA_900142285.1,Caminicella sporogenes DSM 14501
GCA_000621005.1,Campylobacter cuniculorum DSM 23162 = LMG 24588
GCA_000376325.1,Campylobacter curvus DSM 6644
GCA_000620965.1,Campylobacter upsaliensis DSM 5365
GCA_900167165.1,Carboxydocella sporoproducens DSM 16521
GCA_000429765.1,Gemmobacter nectariphilus DSM 15620
GCA_000379685.1,Catelliglobosispora koreensis DSM 44566
GCA_000429785.1,Chitinibacter tainanensis DSM 15459
GCA_000430805.1,Chitinilyticum aquatile DSM 21506
GCA_000428465.1,Chitinimonas koreensis DSM 17726
GCA_900119825.1,Chitinimonas taiwanensis DSM 18899
GCA_000374805.1,Chitiniphilus shinanonensis DSM 23277
GCA_000711885.1,Chromobacterium haemolyticum DSM 19808
GCA_900108115.1,Epilithonimonas bovis DSM 19482
GCA_000426465.1,Epilithonimonas caeni DSM 17710
GCA_000430825.1,Chryseobacterium daeguense DSM 19388
GCA_000430845.1,Chryseobacterium gregarium DSM 19109
GCA_000422265.1,Kaistella palustris DSM 21579
GCA_000620125.1,Clostridiisalibacter paucivorans DSM 22131
GCA_001758365.1,Clostridium acetireducens DSM 10703
GCA_900176305.1,Clostridium acidisoli DSM 12555
GCA_000686725.1,Clostridium akagii DSM 12554
GCA_002934235.1,Clostridium algidicarnis DSM 15099
GCA_000711825.1,[Clostridium] aminophilum DSM 10710
GCA_900142075.1,Clostridium amylolyticum
GCA_900142245.1,Paramaledivibacter caminithermalis DSM 15212
GCA_900141845.1,Clostridium cavendishii DSM 21758
GCA_000621505.1,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832
GCA_001593985.1,Clostridium colicanis DSM 13634
GCA_900130005.1,Clostridium collagenovorans DSM 3089
GCA_001047375.1,Clostridium cylindrosporum DSM 605
GCA_001077535.2,Clostridioides difficile ATCC 9689 = DSM 1296
GCA_002006355.2,Clostridium felsineum DSM 794
GCA_000373865.1,Terrisporobacter glycolicus ATCC 14880 = DSM 1288
GCA_900129965.1,Clostridium grantii DSM 8605
GCA_001263795.1,Clostridium homopropionicum DSM 5847
GCA_000686705.1,Clostridium hydrogeniformans DSM 21757
GCA_900130055.1,Clostridium intestinale DSM 6191
GCA_900129815.1,Asaccharospora irregularis DSM 2635
GCA_900142215.1,Anaerocolumna jejuensis DSM 15929
GCA_900142265.1,Anaerotignum lactatifermentans DSM 14214
GCA_000699585.2,Peptoclostridium litorale DSM 5388
GCA_900103615.1,Romboutsia lituseburensis DSM 797
GCA_001623875.1,Clostridium magnum DSM 2767
GCA_001584565.1,[Clostridium] paradoxum JW-YL-7 = DSM 7308
GCA_900142225.1,Hathewaya proteolytica DSM 3090
GCA_000686665.1,Thomasclavelia saccharogumia DSM 17460
GCA_000383295.1,[Clostridium] sporosphaeroides DSM 1294
GCA_000349885.2,Thermoclostridium stercorarium subsp. stercorarium DSM 8532
GCA_001697245.1,Thermoclostridium stercorarium subsp. thermolacticum DSM 2910
GCA_003208175.1,Ruminiclostridium sufflavum DSM 19573
GCA_001594005.1,Clostridium tepidiprofundi DSM 19306
GCA_002050515.1,Clostridium thermobutyricum DSM 4928
GCA_002995795.1,Clostridium thermopalmarium DSM 5974
GCA_000359585.1,Clostridium tyrobutyricum DSM 2637 = ATCC 25755 = JCM 11008
GCA_000620945.1,[Clostridium] viride DSM 6836
GCA_900143645.1,Anaerocolumna xylanovorans DSM 12503
GCA_000378425.1,Cohnella laeviribosi DSM 21336
GCA_000429825.1,Cohnella thermotolerans DSM 17683
GCA_000484635.1,Comamonas badia DSM 17552
GCA_000429845.1,Comamonas composti DSM 21721
GCA_000428785.1,Conchiformibius kuhniae DSM 17694
GCA_000620925.1,Conchiformibius steedae DSM 2580
GCA_000420585.1,Corynebacterium callunae DSM 20147
GCA_000372085.1,Corynebacterium capitovis DSM 44611
GCA_030440555.1,Corynebacterium caspium DSM 44850
GCA_030440575.1,Corynebacterium ciconiae DSM 44920
GCA_030408655.1,Corynebacterium cystitidis DSM 20524
GCA_000428805.1,Corynebacterium freiburgense DSM 45254
GCA_030440595.1,Corynebacterium glucuronolyticum DSM 44120
GCA_000341345.1,Corynebacterium halotolerans YIM 70093 = DSM 44683
GCA_000379425.1,Corynebacterium lubricantis DSM 45231
GCA_000420605.1,Corynebacterium massiliense DSM 45435
GCA_000375365.1,Corynebacterium mastitidis DSM 44356
GCA_000373805.1,Corynebacterium pilosum DSM 20521
GCA_000375525.1,Corynebacterium propinquum DSM 44285
GCA_000688415.1,Corynebacterium pseudodiphtheriticum DSM 44287
GCA_015351405.1,Corynebacterium suicordis DSM 45110
GCA_000372445.1,Corynebacterium ulceribovis DSM 45146
GCA_000419445.1,Gryllotalpicola ginsengisoli DSM 22003
GCA_000379725.1,Cytophaga aurantiaca DSM 3654
GCA_000373485.1,Dasania marina DSM 21967
GCA_000620145.1,Deefgea rivuli DSM 18356
GCA_000381345.1,Deinococcus apachensis DSM 19763
GCA_000378445.1,Deinococcus aquatilis DSM 23025
GCA_000430865.1,Deinococcus ficus DSM 19119
GCA_000701425.1,Deinococcus frigens DSM 12807
GCA_000701405.1,Deinococcus marmoris DSM 12784
GCA_000745915.1,Deinococcus misasensis DSM 22328
GCA_000482805.1,Deinococcus murrayi DSM 11303
GCA_000376825.1,Demetria terragena DSM 11295
GCA_013303165.1,Dendrosporobacter quercicolus DSM 1736
GCA_000429885.1,Dermatophilus congolensis DSM 44180 = NBRC 105199
GCA_000482785.1,Derxia gummosa DSM 723
GCA_003046315.1,Desmospora activa DSM 45169
GCA_900176285.1,Desulfacinum hydrothermale DSM 13146
GCA_900129305.1,Desulfacinum infernum DSM 9756
GCA_000429905.1,Desulfatibacillum aliphaticivorans DSM 15576
GCA_900142135.1,Desulfatibacillum alkenivorans DSM 16219
GCA_000429925.1,Desulfatirhabdium butyrativorans DSM 18734
GCA_900143285.1,Desulfitobacterium chlororespirans DSM 11544
GCA_000373985.1,Desulfobacter curvatus DSM 3379
GCA_000745975.1,Desulfobacter vibrioformis DSM 8776
GCA_000422285.1,Desulfatiglans anilini DSM 4660
GCA_900176365.1,Desulfocicer vacuolatum DSM 3385
GCA_000621145.1,Desulfobulbus elongatus DSM 2908
GCA_000429945.1,Desulfogranum japonicum DSM 18378
GCA_000429965.1,Desulfogranum mediterraneum DSM 13871
GCA_000422185.1,Desulfococcus multivorans DSM 2059
GCA_000519125.1,Desulfocurvus vexinensis DSM 17965
GCA_900130015.1,Desulfofustis glycolicus DSM 9705
GCA_000428825.1,Desulfomicrobium escambiense DSM 10707
GCA_000686525.1,Desulfonatronovibrio hydrogenovorans DSM 9292
GCA_900143695.1,Desulfopila aestuarii DSM 18488
GCA_900100785.1,Desulfosporosinus hippei DSM 8344
GCA_900129935.1,Desulfosporosinus lacus DSM 15449
GCA_900142375.1,Desulforamulus aeronauticus DSM 10349
GCA_000430885.1,Desulfotruncus alcoholivorax DSM 16058
GCA_000711975.1,Desulfofalx alkaliphila DSM 12257
GCA_900113335.1,Desulfotruncus arcticus DSM 17038
